room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
1944,2164,Private room,,Mitte,7,4.0,3,1.0,37.0,1.0,52.544251,13.397491,2015-02-16 10:15:00.568
1971,2177,Entire home/apt,,Mitte,17,5.0,3,1.0,190.0,7.0,52.517352,13.406643,2015-02-16 12:10:17.116
2776,3091,Private room,,Mitte,29,4.5,4,1.0,86.0,3.0,52.552818,13.37406,2015-02-16 14:53:05.382
3176,3718,Entire home/apt,,Pankow,84,4.5,4,1.0,114.0,2.0,52.53424,13.418094,2015-01-20 06:34:09.532
3309,4108,Private room,,Tempelhof-Schöneberg,3,4.5,1,1.0,39.0,3.0,52.498714,13.348486,2015-02-16 16:31:29.061
6083,11892,Entire home/apt,,Friedrichshain-Kreuzberg,42,5.0,4,,94.0,3.0,52.503725,13.453809,2015-02-16 13:19:39.270
6883,16149,Entire home/apt,,Friedrichshain-Kreuzberg,116,5.0,2,1.0,115.0,4.0,52.511713,13.454768,2015-02-16 15:45:00.462
7071,17391,Private room,,Pankow,66,5.0,2,1.0,58.0,2.0,52.542673,13.415188,2015-02-16 10:45:03.643
7205,3091,Private room,,Mitte,1,5.0,3,1.0,50.0,3.0,52.553028,13.375483,2015-01-20 03:54:04.673
7315,2343,Entire home/apt,,Pankow,2,5.0,2,1.0,65.0,60.0,52.540786,13.410855,2015-02-16 09:55:08.402
9991,33852,Entire home/apt,,Pankow,0,,7,4.0,141.0,14.0,52.533031,13.416047,2015-01-20 02:44:52.193
10533,36708,Entire home/apt,,Pankow,120,4.5,3,1.0,71.0,3.0,52.545326,13.426076,2015-01-20 03:54:06.530
70078,353789,Private room,,Neukölln,1,5.0,2,1.0,58.0,2.0,52.487134,13.40965,2015-02-16 12:57:40.810
13105,50209,Entire home/apt,,Friedrichshain-Kreuzberg,145,4.5,4,2.0,71.0,5.0,52.504167,13.408776,2015-01-20 04:23:30.655
13870,54283,Entire home/apt,,Pankow,42,5.0,5,2.0,214.0,2.0,52.538098,13.410343,2015-01-20 04:16:20.211
16644,64696,Entire home/apt,,Friedrichshain-Kreuzberg,27,5.0,4,1.0,129.0,3.0,52.504784,13.435129,2015-01-20 02:37:19.035
17409,67590,Private room,,Mitte,79,4.5,2,1.0,57.0,2.0,52.52782,13.41299,2015-01-20 02:29:54.877
17904,68997,Entire home/apt,,Friedrichshain-Kreuzberg,107,5.0,2,,69.0,4.0,52.495778,13.421945,2015-02-16 16:45:08.480
20858,71331,Entire home/apt,,Pankow,7,4.0,4,2.0,241.0,4.0,52.536952,13.407615,2015-01-20 07:13:49.356
21513,82178,Entire home/apt,,Mitte,18,5.0,2,1.0,100.0,4.0,52.527516,13.401483,2015-01-20 02:50:10.549
21869,64696,Entire home/apt,,Friedrichshain-Kreuzberg,51,5.0,4,1.0,100.0,3.0,52.502733,13.43462,2015-01-20 06:45:42.854
21981,84157,Entire home/apt,,Friedrichshain-Kreuzberg,91,4.5,4,1.0,88.0,1.0,52.493607,13.429273,2015-02-16 15:17:45.775
22438,86159,Entire home/apt,,Mitte,133,4.5,4,2.0,95.0,1.0,52.534445,13.388374,2015-02-16 11:15:20.726
22475,86215,Entire home/apt,,Neukölln,7,4.0,1,1.0,35.0,60.0,52.485474,13.438719,2015-02-16 13:59:28.508
22677,87357,Entire home/apt,,Mitte,60,4.5,6,2.0,131.0,,52.534348,13.405577,2015-02-16 10:04:40.953
22769,56012,Entire home/apt,,Mitte,163,4.5,4,1.0,58.0,2.0,52.536135,13.405839,2015-02-16 16:50:44.166
22850,88239,Entire home/apt,,Friedrichshain-Kreuzberg,121,4.5,3,1.0,70.0,3.0,52.503672,13.434017,2015-01-20 05:03:30.386
22859,88301,Entire home/apt,,Friedrichshain-Kreuzberg,72,4.5,2,1.0,74.0,2.0,52.505628,13.434291,2015-01-20 05:23:55.145
23162,90253,Entire home/apt,,Friedrichshain-Kreuzberg,21,5.0,4,2.0,93.0,7.0,52.50192,13.439929,2015-01-20 07:13:51.399
23741,94264,Entire home/apt,,Pankow,0,,2,1.0,117.0,2.0,52.547378,13.40834,2015-02-16 12:54:10.322
23834,94918,Entire home/apt,,Friedrichshain-Kreuzberg,62,4.5,4,1.0,79.0,2.0,52.489714,13.379748,2015-01-20 03:30:11.244
24298,98237,Entire home/apt,,Pankow,54,5.0,3,1.0,117.0,7.0,52.537547,13.406044,2015-02-16 16:17:55.422
24308,98268,Entire home/apt,,Friedrichshain-Kreuzberg,1,5.0,2,1.0,139.0,2.0,52.509148,13.451161,2015-02-16 17:04:35.842
24569,99662,Entire home/apt,,Pankow,7,4.5,4,2.0,131.0,4.0,52.530791,13.418084,2015-02-16 17:30:27.785
24968,102461,Entire home/apt,,Neukölln,68,5.0,4,1.0,108.0,,52.486318,13.425554,2015-02-16 09:10:50.553
25210,104140,Entire home/apt,,Charlottenburg-Wilmersdorf,14,5.0,2,1.0,79.0,3.0,52.480325,13.330772,2015-01-20 07:13:57.448
25634,107179,Entire home/apt,,Neukölln,37,4.5,4,1.0,74.0,2.0,52.478797,13.419114,2015-01-20 03:47:57.387
25653,99662,Entire home/apt,,Pankow,2,5.0,4,2.0,129.0,4.0,52.530259,13.419467,2015-01-20 04:33:32.250
25725,102461,Entire home/apt,,Mitte,42,4.5,2,,90.0,3.0,52.539027,13.398484,2015-01-20 07:20:45.076
25820,108445,Entire home/apt,,Pankow,42,4.5,8,4.0,275.0,1.0,52.542594,13.421875,2015-02-16 15:13:19.612
25828,108445,Entire home/apt,,Pankow,18,4.0,8,3.0,256.0,1.0,52.544824,13.423084,2015-02-16 15:50:13.842
26039,109771,Private room,,Tempelhof-Schöneberg,2,5.0,2,1.0,58.0,3.0,52.485944,13.364952,2015-02-16 12:29:08.489
26458,112155,Entire home/apt,,Mitte,19,5.0,2,1.0,199.0,3.0,52.52471,13.400563,2015-01-20 06:01:33.129
26543,112675,Entire home/apt,,Pankow,83,4.5,8,3.0,203.0,2.0,52.544062,13.421377,2015-02-16 11:55:09.016
28156,55531,Entire home/apt,,Pankow,27,4.5,2,,102.0,7.0,52.546719,13.405117,2015-02-16 17:43:14.768
28268,121580,Entire home/apt,,Friedrichshain-Kreuzberg,10,4.5,6,2.0,64.0,3.0,52.513228,13.468178,2015-01-20 06:43:34.669
28710,84157,Entire home/apt,,Neukölln,83,4.5,3,1.0,71.0,1.0,52.485928,13.435315,2015-01-20 03:56:37.361
29279,54283,Entire home/apt,,Pankow,31,5.0,4,2.0,186.0,2.0,52.541857,13.424155,2015-01-20 06:14:05.720
29435,126516,Entire home/apt,,Mitte,10,4.0,8,3.0,117.0,1.0,52.548849,13.345899,2015-02-16 17:39:06.902
29539,126516,Entire home/apt,,Mitte,14,4.5,7,3.0,99.0,1.0,52.548567,13.34598,2015-01-20 06:22:55.611
29658,126516,Entire home/apt,,Mitte,14,4.5,10,4.0,130.0,1.0,52.549047,13.345568,2015-02-16 15:04:25.661
29674,126516,Entire home/apt,,Mitte,19,4.5,13,4.0,130.0,1.0,52.549145,13.345338,2015-02-16 16:18:20.793
30167,130019,Entire home/apt,,Tempelhof-Schöneberg,11,4.5,3,0.0,60.0,3.0,52.498176,13.356927,2015-02-16 14:49:47.589
30295,485838,Entire home/apt,,Pankow,66,5.0,8,2.0,143.0,3.0,52.547844,13.420177,2015-01-20 05:53:52.986
