room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
688163,3513208,Private room,,Pankow,25,4.5,3,1.0,37.0,2.0,52.557139,13.468333,2016-05-30 02:26:01.004772
8165677,40704427,Private room,,Mitte,0,,2,1.0,52.0,3.0,52.513619,13.421796,2016-05-30 02:25:54.593247
12218485,47542407,Shared room,,Pankow,1,,1,1.0,109.0,1.0,52.547451,13.411927,2016-05-30 02:25:47.690451
7071482,37076400,Private room,,Mitte,1,,3,1.0,28.0,2.0,52.5495,13.352271,2016-05-30 02:25:44.410057
7476587,10830211,Entire home/apt,,Pankow,38,4.5,4,1.0,92.0,3.0,52.554902,13.416758,2016-05-30 02:25:33.062201
4437377,23032416,Private room,,Friedrichshain-Kreuzberg,6,5.0,2,1.0,69.0,3.0,52.494356,13.426894,2016-05-30 02:25:24.528576
10664920,5249317,Entire home/apt,,Mitte,4,4.5,2,1.0,103.0,7.0,52.530774,13.385889,2016-05-30 02:25:19.933798
4816497,24804588,Private room,,Neukölln,0,,2,1.0,69.0,2.0,52.480171,13.428848,2016-05-30 02:25:05.686713
7476255,39152545,Entire home/apt,,Tempelhof-Schöneberg,4,5.0,2,1.0,29.0,14.0,52.464101,13.399799,2016-05-30 02:24:47.057381
4361101,18543785,Private room,,Charlottenburg-Wilmersdorf,16,5.0,1,1.0,52.0,3.0,52.507313,13.285194,2016-05-30 02:24:39.772993
12977091,8413680,Entire home/apt,,Mitte,0,,4,2.0,80.0,3.0,52.536255,13.374929,2016-05-30 02:24:28.705836
4891900,25170137,Entire home/apt,,Mitte,0,,2,1.0,30.0,1.0,52.552613,13.347248,2016-05-30 02:24:19.158037
9875492,50816374,Private room,,Lichtenberg,0,,1,1.0,14.0,13.0,52.523261,13.47671,2016-05-30 02:24:15.992663
9859274,50747891,Private room,,Mitte,1,,2,1.0,23.0,1.0,52.553645,13.360209,2016-05-30 02:23:58.487823
8641300,45429669,Private room,,Mitte,0,,1,1.0,29.0,1.0,52.552189,13.347954,2016-05-30 02:23:55.091099
6860490,23097549,Private room,,Pankow,2,,3,1.0,29.0,1.0,52.542194,13.439296,2016-05-30 02:23:48.026386
10508991,43877713,Private room,,Steglitz-Zehlendorf,6,5.0,1,1.0,36.0,2.0,52.426256,13.33039,2016-05-30 02:23:36.856803
12771009,183908,Private room,,Neukölln,0,,1,1.0,46.0,1.0,52.490599,13.434559,2016-05-30 02:23:25.624168
4313007,15039393,Private room,,Mitte,0,,1,1.0,34.0,1.0,52.536687,13.400034,2016-05-30 02:23:22.140630
8458927,12666502,Private room,,Friedrichshain-Kreuzberg,27,4.0,1,1.0,27.0,3.0,52.500657,13.428399,2016-05-30 02:23:08.616453
685944,1517951,Entire home/apt,,Mitte,64,4.5,8,3.0,108.0,3.0,52.502615,13.363361,2016-05-30 02:23:03.805066
7277758,17698129,Private room,,Mitte,3,4.5,2,1.0,38.0,2.0,52.527048,13.410531,2016-05-30 02:22:56.297099
8122067,42890893,Private room,,Mitte,0,,2,1.0,34.0,6.0,52.551531,13.380357,2016-05-30 02:22:37.102994
8554676,3709344,Entire home/apt,,Pankow,1,,2,0.0,55.0,3.0,52.533875,13.40868,2016-05-30 02:22:27.422938
13024121,51164433,Private room,,Reinickendorf,0,,2,1.0,29.0,3.0,52.56435,13.330764,2016-05-30 02:22:24.926053
7451649,39025384,Private room,,Friedrichshain-Kreuzberg,0,,2,1.0,46.0,1.0,52.497045,13.440883,2016-05-30 02:22:18.694966
11120970,57780204,Private room,,Neukölln,1,,2,1.0,21.0,5.0,52.478137,13.444302,2016-05-30 02:22:16.436240
11536882,8319752,Private room,,Friedrichshain-Kreuzberg,13,5.0,2,1.0,34.0,2.0,52.500237,13.403994,2016-05-30 02:22:03.363894
8127566,982115,Entire home/apt,,Mitte,1,,2,1.0,57.0,5.0,52.559387,13.389532,2016-05-30 02:21:37.826902
