room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
257377,1354351,Shared room,,Friedrichshain-Kreuzberg,9,4.0,4,1.0,57.0,,52.508982,13.462659,2017-02-17 12:34:26.121257
12905990,46720447,Shared room,,Tempelhof-Schöneberg,0,0.0,2,1.0,71.0,,52.501416,13.346022,2017-02-17 12:34:13.421148
10399455,40255982,Shared room,,Treptow-Köpenick,0,0.0,2,1.0,71.0,,52.492124,13.456089,2017-02-17 12:34:13.418084
15105219,2543149,Shared room,,Mitte,2,0.0,6,1.0,70.0,,52.51121,13.415947,2017-02-17 12:34:13.410413
9278119,10588246,Shared room,,Neukölln,10,4.5,6,1.0,55.0,,52.467145,13.440812,2017-02-17 12:34:10.714675
3801133,4665910,Shared room,,Mitte,1,0.0,2,1.0,44.0,,52.535598,13.393173,2017-02-17 12:34:10.711300
3109139,1391772,Shared room,,Friedrichshain-Kreuzberg,24,4.5,8,1.0,47.0,,52.510438,13.446958,2017-02-17 12:34:10.704025
265416,1391772,Shared room,,Friedrichshain-Kreuzberg,52,4.0,6,1.0,40.0,,52.509992,13.446542,2017-02-17 12:34:05.607652
3108686,1391772,Shared room,,Friedrichshain-Kreuzberg,17,4.0,8,1.0,39.0,,52.509525,13.446431,2017-02-17 12:34:05.605277
3108596,1391772,Shared room,,Friedrichshain-Kreuzberg,8,4.5,6,1.0,40.0,,52.510629,13.445792,2017-02-17 12:34:05.602948
265444,1391772,Shared room,,Friedrichshain-Kreuzberg,69,4.5,8,1.0,37.0,,52.510444,13.445326,2017-02-17 12:34:05.594425
265433,1391772,Shared room,,Friedrichshain-Kreuzberg,18,4.0,6,1.0,40.0,,52.510601,13.445242,2017-02-17 12:34:05.590418
911419,1354351,Shared room,,Friedrichshain-Kreuzberg,6,4.0,6,1.0,31.0,,52.510053,13.462898,2017-02-17 12:34:05.585881
15823693,25662767,Shared room,,Neukölln,9,5.0,2,1.0,22.0,,52.480637,13.429311,2017-02-17 12:34:04.443836
5840809,22562208,Shared room,,Friedrichshain-Kreuzberg,1,0.0,2,1.0,24.0,,52.491034,13.392139,2017-02-17 12:34:04.440424
5236236,843520,Shared room,,Tempelhof-Schöneberg,1,0.0,4,1.0,197.0,,52.493882,13.351819,2017-02-17 12:33:57.860229
10230776,16739581,Shared room,,Friedrichshain-Kreuzberg,2,0.0,4,1.0,164.0,,52.494132,13.396936,2017-02-17 12:33:56.611638
16434187,34797324,Shared room,,Friedrichshain-Kreuzberg,1,0.0,5,1.0,152.0,,52.506576,13.397479,2017-02-17 12:33:56.607050
4932854,25413382,Shared room,,Reinickendorf,0,0.0,4,1.0,164.0,,52.565197,13.330765,2017-02-17 12:33:56.603559
2874677,14651677,Shared room,,Pankow,0,0.0,1,1.0,129.0,,52.55256,13.429127,2017-02-17 12:33:55.337350
2095733,10691523,Shared room,,Mitte,26,4.5,2,1.0,126.0,,52.509334,13.376055,2017-02-17 12:33:55.333846
11256918,9940181,Shared room,,Mitte,1,0.0,1,1.0,109.0,,52.536046,13.39409,2017-02-17 12:33:54.373815
10170550,16739581,Shared room,,Friedrichshain-Kreuzberg,0,0.0,4,1.0,109.0,,52.494333,13.397539,2017-02-17 12:33:54.370830
11735855,29765297,Shared room,,Mitte,0,0.0,1,1.0,105.0,,52.53193,13.341487,2017-02-17 12:33:54.368050
6889079,518904,Shared room,,Friedrichshain-Kreuzberg,2,0.0,4,1.0,109.0,,52.493256,13.411486,2017-02-17 12:33:54.365145
13012064,71794597,Shared room,,Pankow,1,0.0,2,1.0,107.0,,52.540207,13.419285,2017-02-17 12:33:54.361953
12218485,47542407,Shared room,,Pankow,8,5.0,1,1.0,121.0,,52.547451,13.411927,2017-02-17 12:33:54.353281
55298,261030,Shared room,,Tempelhof-Schöneberg,0,0.0,1,1.0,97.0,,52.498379,13.341816,2017-02-17 12:33:52.969166
6572731,29584583,Shared room,,Tempelhof-Schöneberg,2,0.0,1,1.0,93.0,,52.473894,13.321477,2017-02-17 12:33:52.966366
5967825,4043276,Shared room,,Pankow,10,5.0,3,1.0,88.0,,52.536309,13.410931,2017-02-17 12:33:52.963350
7560330,39631459,Shared room,,Pankow,4,5.0,4,1.0,88.0,,52.541389,13.42094,2017-02-17 12:33:52.959326
8200797,35214802,Shared room,,Friedrichshain-Kreuzberg,0,0.0,2,1.0,88.0,,52.50268,13.419334,2017-02-17 12:33:52.954655
16278437,93768902,Shared room,,Lichtenberg,0,0.0,1,1.0,97.0,,52.530173,13.461688,2017-02-17 12:33:52.951736
14298799,83790915,Shared room,,Friedrichshain-Kreuzberg,1,0.0,5,1.0,71.0,,52.491829,13.402875,2017-02-17 12:33:51.570303
551644,2711079,Shared room,,Friedrichshain-Kreuzberg,15,5.0,4,1.0,75.0,,52.491934,13.410419,2017-02-17 12:33:51.567553
158890,762526,Shared room,,Friedrichshain-Kreuzberg,3,5.0,2,1.0,65.0,,52.499035,13.436537,2017-02-17 12:33:51.565145
13445044,26154379,Shared room,,Tempelhof-Schöneberg,0,0.0,2,1.0,66.0,,52.487907,13.369083,2017-02-17 12:33:51.562567
10750289,20250186,Shared room,,Friedrichshain-Kreuzberg,7,4.5,3,1.0,82.0,,52.510024,13.45201,2017-02-17 12:33:51.560421
9266011,14218876,Shared room,,Pankow,16,4.5,3,1.0,75.0,,52.544345,13.416969,2017-02-17 12:33:51.556298
6427854,33263166,Shared room,,Friedrichshain-Kreuzberg,10,5.0,2,1.0,68.0,,52.51539,13.454919,2017-02-17 12:33:51.553417
7447842,39007210,Shared room,,Friedrichshain-Kreuzberg,5,5.0,4,1.0,76.0,,52.517836,13.438466,2017-02-17 12:33:51.550771
16227384,2810949,Shared room,,Pankow,0,0.0,2,1.0,82.0,,52.543703,13.41255,2017-02-17 12:33:51.548620
5246999,7201404,Shared room,,Friedrichshain-Kreuzberg,32,5.0,2,1.0,65.0,,52.485371,13.406678,2017-02-17 12:33:51.542969
8135806,21857190,Shared room,,Charlottenburg-Wilmersdorf,0,0.0,1,1.0,66.0,,52.506546,13.29183,2017-02-17 12:33:51.540887
7935870,41848444,Shared room,,Mitte,0,0.0,3,1.0,65.0,,52.524177,13.333871,2017-02-17 12:33:51.538079
4718249,7908994,Shared room,,Mitte,0,0.0,3,1.0,66.0,,52.53572,13.396983,2017-02-17 12:33:51.534520
7466821,39102959,Shared room,,Pankow,0,0.0,1,1.0,76.0,,52.553217,13.441264,2017-02-17 12:33:51.529339
16610057,99254090,Shared room,,Pankow,0,0.0,2,1.0,71.0,,52.534989,13.425347,2017-02-17 12:33:51.525052
11143679,57716512,Shared room,,Spandau,0,0.0,2,1.0,44.0,,52.52746,13.136639,2017-02-17 12:33:49.916180
8012783,42149127,Shared room,,Mitte,8,3.0,4,1.0,54.0,,52.528294,13.314674,2017-02-17 12:33:49.912573
13304880,75158426,Shared room,,Mitte,0,0.0,2,1.0,42.0,,52.552301,13.367787,2017-02-17 12:33:49.909432
11275525,26745065,Shared room,,Mitte,3,4.0,2,1.0,59.0,,52.527208,13.341726,2017-02-17 12:33:49.907127
5249424,7526751,Shared room,,Pankow,2,0.0,3,1.0,55.0,,52.551248,13.417499,2017-02-17 12:33:49.902849
15609838,100641569,Shared room,,Friedrichshain-Kreuzberg,1,0.0,2,1.0,44.0,,52.498549,13.46,2017-02-17 12:33:49.900275
16474145,64941772,Shared room,,Mitte,2,0.0,2,1.0,44.0,,52.51955,13.406054,2017-02-17 12:33:49.897936
8078186,42671030,Entire home/apt,,Mitte,1,0.0,8,3.0,1095.0,,52.531006,13.400627,2017-02-17 12:27:06.570017
15562097,100029549,Entire home/apt,,Mitte,0,0.0,10,5.0,362.0,,52.513492,13.386355,2017-02-17 12:27:00.404759
7811730,4300463,Entire home/apt,,Mitte,6,4.5,4,1.0,274.0,,52.529979,13.402716,2017-02-17 12:26:51.207260
6096294,20883748,Entire home/apt,,Pankow,16,4.5,4,1.0,131.0,,52.541649,13.413713,2017-02-17 12:23:03.713124
8759450,10091231,Entire home/apt,,Neukölln,0,0.0,6,3.0,132.0,,52.49156,13.43032,2017-02-17 12:22:36.614690
9005568,19263147,Entire home/apt,,Pankow,2,0.0,4,3.0,76.0,,52.531314,13.4217,2017-02-17 12:16:25.206441
12016215,64283028,Entire home/apt,,Neukölln,2,0.0,4,1.0,71.0,,52.49123,13.43432,2017-02-17 12:16:22.048653
788811,4157059,Entire home/apt,,Mitte,57,5.0,8,4.0,499.0,,52.509658,13.400838,2017-02-17 12:14:50.225411
2019132,10287456,Entire home/apt,,Treptow-Köpenick,31,5.0,16,8.0,427.0,,52.455768,13.721424,2017-02-17 12:14:50.219825
4592944,23808174,Entire home/apt,,Treptow-Köpenick,0,0.0,5,2.0,279.0,,52.379259,13.651838,2017-02-17 12:14:41.892932
9993980,49860098,Entire home/apt,,Tempelhof-Schöneberg,0,0.0,4,2.0,241.0,,52.472813,13.32193,2017-02-17 12:14:41.885653
982632,5208944,Entire home/apt,,Mitte,16,4.5,4,2.0,302.0,,52.536749,13.40037,2017-02-17 12:14:41.863988
17155177,115366976,Entire home/apt,,Friedrichshain-Kreuzberg,0,0.0,6,2.0,218.0,,52.526321,13.427785,2017-02-17 12:14:36.588152
17308162,116800124,Entire home/apt,,Friedrichshain-Kreuzberg,0,0.0,6,3.0,219.0,,52.514864,13.433627,2017-02-17 12:14:32.588160
3517118,17709589,Entire home/apt,,Pankow,6,4.5,5,4.0,192.0,,52.531197,13.407795,2017-02-17 12:14:22.956758
2378667,12151135,Entire home/apt,,Neukölln,0,0.0,4,2.0,55.0,,52.486567,13.435715,2017-02-17 11:49:29.793052
17308345,53459732,Entire home/apt,,Steglitz-Zehlendorf,0,0.0,3,2.0,45.0,,52.459588,13.303452,2017-02-17 11:48:39.542522
6931794,36338745,Entire home/apt,,Charlottenburg-Wilmersdorf,0,0.0,6,3.0,328.0,,52.503175,13.313272,2017-02-17 11:48:12.016008
5037606,681758,Entire home/apt,,Charlottenburg-Wilmersdorf,1,0.0,3,2.0,329.0,,52.500831,13.303601,2017-02-17 11:48:10.373187
7240440,8082261,Entire home/apt,,Mitte,0,0.0,2,1.0,274.0,,52.53544,13.350057,2017-02-17 11:48:06.551866
775725,3529390,Entire home/apt,,Pankow,13,4.5,5,2.0,219.0,,52.546401,13.426802,2017-02-17 11:48:04.993682
9801063,13855782,Entire home/apt,,Mitte,1,0.0,8,3.0,263.0,,52.500149,13.365247,2017-02-17 11:48:04.991290
6521101,7603078,Entire home/apt,,Mitte,0,0.0,4,2.0,219.0,,52.530259,13.397407,2017-02-17 11:48:03.421829
13371300,51136648,Entire home/apt,,Mitte,5,4.5,4,3.0,218.0,,52.526987,13.391404,2017-02-17 11:48:03.419138
10941394,29966940,Entire home/apt,,Spandau,0,0.0,4,2.0,208.0,,52.556407,13.222585,2017-02-17 11:48:00.180324
4985257,7818511,Entire home/apt,,Mitte,12,4.5,4,2.0,197.0,,52.512201,13.407051,2017-02-17 11:47:43.978696
11010163,57133876,Entire home/apt,,Marzahn-Hellersdorf,2,0.0,8,5.0,197.0,,52.519398,13.558092,2017-02-17 11:47:43.959409
13188117,73794128,Entire home/apt,,Charlottenburg-Wilmersdorf,9,4.5,6,2.0,164.0,,52.494045,13.321492,2017-02-17 11:43:12.644163
16414406,10505537,Entire home/apt,,Neukölln,1,0.0,8,3.0,164.0,,52.474714,13.426505,2017-02-17 11:41:56.118006
17308379,116235283,Entire home/apt,,Charlottenburg-Wilmersdorf,0,0.0,6,2.0,148.0,,52.479401,13.3241,2017-02-17 11:41:54.680107
60161,898681,Entire home/apt,,Treptow-Köpenick,3,0.0,10,3.0,132.0,,52.378174,13.652884,2017-02-17 11:39:15.671939
7444084,4828619,Entire home/apt,,Tempelhof-Schöneberg,0,0.0,5,3.0,132.0,,52.474813,13.381506,2017-02-17 11:38:53.288889
3600046,18137976,Entire home/apt,,Charlottenburg-Wilmersdorf,0,0.0,4,2.0,109.0,,52.48571,13.326557,2017-02-17 11:35:17.907626
15292834,2625820,Entire home/apt,,Friedrichshain-Kreuzberg,1,0.0,4,0.0,108.0,,52.514636,13.457745,2017-02-17 11:31:01.395386
17300230,116717665,Entire home/apt,,Pankow,0,0.0,6,2.0,116.0,,52.541869,13.425707,2017-02-17 11:26:34.241263
6797105,34095550,Entire home/apt,,Charlottenburg-Wilmersdorf,3,4.5,4,2.0,121.0,,52.525412,13.31258,2017-02-17 11:26:21.454578
2024954,10404418,Entire home/apt,,Mitte,0,0.0,3,1.0,104.0,,52.517681,13.424723,2017-02-17 11:25:51.574467
9242135,5679605,Entire home/apt,,Tempelhof-Schöneberg,11,5.0,3,1.0,98.0,,52.497287,13.339184,2017-02-17 11:18:37.810919
362664,1832690,Entire home/apt,,Charlottenburg-Wilmersdorf,5,4.0,4,1.0,98.0,,52.498909,13.32032,2017-02-17 11:18:37.801709
6516762,34078834,Entire home/apt,,Mitte,0,0.0,5,0.0,66.0,,52.544023,13.368386,2017-02-17 10:48:17.025809
17306883,21185995,Entire home/apt,,Friedrichshain-Kreuzberg,0,0.0,4,2.0,75.0,,52.518115,13.442839,2017-02-17 10:43:06.406383
4194511,21761195,Entire home/apt,,Steglitz-Zehlendorf,8,5.0,2,1.0,56.0,,52.43707,13.267494,2017-02-17 10:41:00.203829
4590103,23794332,Entire home/apt,,Steglitz-Zehlendorf,6,4.5,4,1.0,58.0,,52.435531,13.330945,2017-02-17 10:40:33.238535
13326901,7965623,Entire home/apt,,Charlottenburg-Wilmersdorf,1,0.0,2,1.0,43.0,,52.497001,13.291684,2017-02-17 10:39:06.280030
14540609,61613561,Entire home/apt,,Treptow-Köpenick,0,0.0,6,3.0,44.0,,52.455518,13.615996,2017-02-17 10:22:11.183533
7558756,39622000,Entire home/apt,,Friedrichshain-Kreuzberg,0,0.0,2,1.0,40.0,,52.485862,13.376099,2017-02-17 10:15:43.486209
9106193,1983770,Entire home/apt,,Treptow-Köpenick,76,4.5,4,0.0,11.0,,52.459718,13.527362,2017-02-17 10:07:21.415389
650717,3268363,Entire home/apt,,Charlottenburg-Wilmersdorf,0,0.0,5,3.0,2300.0,,52.498005,13.322957,2017-02-17 10:07:10.017344
16359406,107129776,Entire home/apt,,Mitte,0,0.0,6,3.0,2190.0,,52.509555,13.382324,2017-02-17 10:07:10.014935
3403018,14257901,Entire home/apt,,Friedrichshain-Kreuzberg,0,0.0,5,1.0,1752.0,,52.491626,13.421729,2017-02-17 10:07:10.012148
2860420,14623546,Entire home/apt,,Friedrichshain-Kreuzberg,19,5.0,15,0.0,2738.0,,52.493489,13.420491,2017-02-17 10:07:10.009261
16060983,104213700,Entire home/apt,,Charlottenburg-Wilmersdorf,0,0.0,2,1.0,1643.0,,52.505377,13.333462,2017-02-17 10:07:10.007182
16117333,104213700,Entire home/apt,,Charlottenburg-Wilmersdorf,0,0.0,2,1.0,1643.0,,52.505014,13.333817,2017-02-17 10:07:10.004740
