room_id,survey_id,host_id,room_type,country,city,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,name,last_modified,latitude,longitude,location
5093704,1139,26318065,Private room,,Berlin,,Pankow,0,,2,1.0,,33.0,,Nice room in Prenzlauer Berg,2017-04-23 11:14:44.311669,52.562033,13.411214,0101000020E61000008F5033A48AD22A40EA2285B2F0474A40
15294566,1139,97372559,Private room,,Berlin,,Pankow,1,,2,1.0,,28.0,,Beautiful attic flatshare/Schöne Dachgeschoss WG,2017-04-23 11:14:44.314696,52.553554,13.417342,0101000020E6100000957EC2D9ADD52A40F54883DBDA464A40
13952911,1139,2587715,Private room,,Berlin,,Pankow,1,,2,1.0,,30.0,,Room in cosy/stylish flat in Prenzlauer Berg/Mitte,2017-04-23 11:14:45.414748,52.544758,13.412772,0101000020E6100000B66801DA56D32A40001E51A1BA454A40
3798933,1139,3054209,Private room,,Berlin,,Pankow,1,,2,1.0,,31.0,,"Bright, modern room with balcony",2017-04-23 11:14:45.422215,52.55077,13.413384,0101000020E61000001C615111A7D32A4018CFA0A17F464A40
7797397,1139,12416414,Private room,,Berlin,,Pankow,2,,1,1.0,,28.0,,"Cozy and central,2 rooms, kitchen/bathroom/balcony",2017-04-23 11:14:45.426419,52.547694,13.43168,0101000020E6100000B0AC342905DD2A40931B45D61A464A40
9746092,1139,6203269,Private room,,Berlin,,Pankow,0,,1,1.0,,27.0,,Charming Furnished Room in Prenzlauer Berg,2017-04-23 11:14:45.439405,52.552856,13.41467,0101000020E6100000BF4351A04FD42A40DDB243FCC3464A40
7346952,1139,3920003,Private room,,Berlin,,Pankow,0,,3,1.0,,22.0,,Großes und helles Zimmer in 3er-WG,2017-04-23 11:14:45.442350,52.556326,13.415042,0101000020E6100000D0EE906280D42A400EF5BBB035474A40
10738244,1139,9002444,Private room,,Berlin,,Pankow,2,,2,1.0,,31.0,,Private Room In Modern Apartment,2017-04-23 11:14:45.448708,52.554563,13.429905,0101000020E610000015C616821CDC2A402C499EEBFB464A40
13748010,1139,16292914,Private room,,Berlin,,Pankow,0,,2,1.0,,28.0,,Beautiful room in the heart of prenzlauerberg!,2017-04-23 11:14:48.310820,52.553522,13.411606,0101000020E6100000BDAC8905BED22A40EACE13CFD9464A40
8161114,1139,34083030,Private room,,Berlin,,Pankow,0,,1,1.0,,33.0,,Zwischen Pankow und Prenzl´ Berg,2017-04-23 11:14:48.316042,52.559971,13.411792,0101000020E61000004582A966D6D22A40ADDA3521AD474A40
18287009,1139,12852517,Private room,,Berlin,,Friedrichshain-Kreuzberg,0,,2,1.0,,28.0,,Room in the heart of Kreuzberg,2017-04-23 11:12:07.860685,52.498239,13.443156,0101000020E6100000670DDE57E5E22A40BE4BA94BC63F4A40
17933576,1139,14222309,Private room,,Berlin,,Neukölln,1,,1,1.0,,30.0,,Large Room in Renovated Neukolln Flat,2017-04-23 11:12:07.863122,52.485465,13.425511,0101000020E6100000302DEA93DCD92A40232D95B7233E4A40
18147317,1139,65271566,Private room,,Berlin,,Pankow,1,,1,1.0,,27.0,,Helles zimmer in strategisch Ort,2017-04-23 11:12:07.865671,52.552107,13.429827,0101000020E610000026E0D74812DC2A4043723271AB464A40
17600108,1139,33575092,Private room,,Berlin,,Neukölln,2,,2,1.0,,22.0,,Nice and cosy room in Neuköllner WG,2017-04-23 11:12:07.878324,52.474332,13.450482,0101000020E610000093DFA293A5E62A401FB935E9B63C4A40
17418401,1139,19019133,Private room,,Berlin,,Mitte,0,,2,1.0,,33.0,,Berlin city - two privat rooms,2017-04-23 11:12:07.880539,52.534389,13.350814,0101000020E610000038F581E49DB32A40CB2BD7DB66444A40
17638875,1139,88268485,Private room,,Berlin,,Mitte,1,,2,1.0,,35.0,,70 qm Altbau im Herzen von Berlin,2017-04-23 11:12:07.882990,52.531488,13.346554,0101000020E61000009198A0866FB12A40B51B7DCC07444A40
18233851,1139,48042546,Private room,,Berlin,,Mitte,0,,2,1.0,,20.0,,Gemütliches Zimmer in gemütlicher Wohnung,2017-04-23 11:12:07.885196,52.555674,13.383638,0101000020E610000075012F336CC42A40679E5C5320474A40
15768501,1139,60892502,Private room,,Berlin,,Neukölln,2,,2,1.0,,27.0,,spacious room in Neukölln,2017-04-23 11:12:10.547710,52.485958,13.450005,0101000020E6100000AE122C0E67E62A40629D2ADF333E4A40
16773256,1139,111370728,Private room,,Berlin,,Friedrichshain-Kreuzberg,2,,2,1.0,,33.0,,Cosy room in a new apartment,2017-04-23 11:12:10.559586,52.50852,13.474303,0101000020E610000015CAC2D7D7F22A4053AEF02E17414A40
17553270,1139,119117342,Private room,,Berlin,,Friedrichshain-Kreuzberg,1,,1,1.0,,27.0,,Big room in the most beautiful part of Berlin! :),2017-04-23 11:12:10.561812,52.492726,13.437541,0101000020E61000007A51BB5F05E02A40C7F143A5113F4A40
17953962,1139,88019948,Private room,,Berlin,,Treptow-Köpenick,1,,2,1.0,,28.0,,stylish room for 2 in east berlin,2017-04-23 11:12:10.572002,52.488888,13.455824,0101000020E6100000BC7669C361E92A4014B4C9E1933E4A40
11668481,1139,21124417,Private room,,Berlin,,Pankow,0,,2,1.0,,21.0,,cosy little room in the heart of Prenzlauer Berg,2017-04-23 11:12:10.590036,52.534212,13.422814,0101000020E6100000F7949C137BD82A40BC900E0F61444A40
17871679,1139,30401461,Private room,,Berlin,,Friedrichshain-Kreuzberg,1,,2,1.0,,26.0,,Cosy Room in Friedrichshain,2017-04-23 11:12:14.049999,52.517985,13.460918,0101000020E61000008446B071FDEB2A40C7681D554D424A40
17843972,1139,1143487,Private room,,Berlin,,Pankow,0,,4,1.0,,28.0,,Artsy Minimalism in Quiet Neighborhood (<3 dogs),2017-04-23 11:12:14.057756,52.622687,13.48422,0101000020E6100000642310AFEBF72A407A522635B44F4A40
18149174,1139,44498576,Private room,,Berlin,,Friedrichshain-Kreuzberg,0,,2,1.0,,22.0,,Bright/spacious bedroom in trendy F-hain Kiez!,2017-04-23 11:12:14.062235,52.520541,13.452884,0101000020E610000069C36169E0E72A40139D6516A1424A40
17970410,1139,123407096,Private room,,Berlin,,Treptow-Köpenick,0,,2,1.0,,28.0,,"wunderschönes Zimmer, super gelegen!",2017-04-23 11:12:15.530924,52.489577,13.455588,0101000020E61000006DE690D442E92A40D8EF8975AA3E4A40
18282612,1139,43513751,Private room,,Berlin,,Marzahn-Hellersdorf,0,,2,1.0,,28.0,,modernes Wohnen im modernen Berlin,2017-04-23 11:12:15.533577,52.528616,13.642528,0101000020E61000005187156EF9482B40381268B0A9434A40
17801810,1139,119818428,Private room,,Berlin,,Friedrichshain-Kreuzberg,1,,3,1.0,,33.0,,"Comfortable room in shared flat, in great location",2017-04-23 11:12:15.538988,52.509668,13.455441,0101000020E6100000DC8310902FE92A40ABE80FCD3C414A40
13488260,1139,74144895,Private room,,Berlin,,Friedrichshain-Kreuzberg,2,,2,1.0,,29.0,,"Zentrales, ruhiges Zimmer in Friedrichshain",2017-04-23 11:12:15.545130,52.515612,13.444124,0101000020E6100000C7BC8E3864E32A406BB6F292FF414A40
17636623,1139,27262482,Private room,,Berlin,,Friedrichshain-Kreuzberg,0,,2,1.0,,28.0,,"Minimalistic, fully functional and great located",2017-04-23 11:12:15.548523,52.511355,13.457954,0101000020E610000010255AF278EA2A40B3D2A41474414A40
17977330,1139,26421301,Private room,,Berlin,,Friedrichshain-Kreuzberg,2,,2,1.0,,33.0,,Cosy room full of sun and perfectly situated,2017-04-23 11:12:16.553024,52.504915,13.469165,0101000020E61000000EDB166536F02A404221020EA1404A40
18239196,1139,71636419,Private room,,Berlin,,Pankow,0,,1,1.0,,16.0,,Cozy room in shared Flat in Prenzlauer Berg,2017-04-23 11:12:16.590258,52.550457,13.429947,0101000020E6100000D106600322DC2A40596DFE5F75464A40
18144691,1139,52147903,Private room,,Berlin,,Lichtenberg,0,,1,1.0,,14.0,,Bright and cozy room in Berlin,2017-04-23 11:12:17.410445,52.512155,13.502266,0101000020E610000015C9570229012B40CFBD874B8E414A40
17692104,1139,73390085,Private room,,Berlin,,Friedrichshain-Kreuzberg,0,,2,1.0,,36.0,,Lovely and bright room in Friedrichshain,2017-04-23 11:12:17.412749,52.519512,13.467871,0101000020E61000005F7EA7C98CEF2A4095F0845E7F424A40
17952530,1139,11709640,Private room,,Berlin,,Pankow,0,,1,1.0,,22.0,,Central apartment in Prenzlauer Berg with balcony!,2017-04-23 11:12:17.422542,52.538194,13.416948,0101000020E6100000E54350357AD52A40A3737E8AE3444A40
2428848,1139,12414813,Private room,,Berlin,,Friedrichshain-Kreuzberg,1,,3,1.0,,39.0,,Nice room in vibrant friendly Friedrichshain,2017-04-23 11:12:26.415657,52.505743,13.470778,0101000020E6100000425A63D009F12A402997C62FBC404A40
18069718,1139,124398746,Private room,,Berlin,,Pankow,2,,2,1.0,,28.0,,"Chilly room in the heart of Prenzlauer Berg,Berlin",2017-04-23 11:12:26.418513,52.545575,13.412154,0101000020E6100000C7D45DD905D32A40F241CF66D5454A40
18278712,1139,126386547,Private room,,Berlin,,Lichtenberg,0,,1,1.0,,28.0,,"Schickes, sonniges Balkonzimmer",2017-04-23 11:12:26.423455,52.508616,13.501859,0101000020E61000001268B0A9F3002B40761C3F541A414A40
18162420,1139,45128298,Private room,,Berlin,,Pankow,0,,2,0.0,,33.0,,Cozy artsy room,2017-04-23 11:12:26.433868,52.554636,13.407785,0101000020E610000046990D32C9D02A409697FC4FFE464A40
10109899,1139,51715237,Private room,,Berlin,,Lichtenberg,0,,1,1.0,,33.0,,Quiet room with balcony,2017-04-23 11:12:26.440674,52.504592,13.494599,0101000020E6100000C34483143CFD2A4060E97C7896404A40
18152047,1139,114656104,Private room,,Berlin,,Friedrichshain-Kreuzberg,1,,2,1.0,,39.0,,Big bright room in popular Friedrichshain,2017-04-23 11:12:27.333335,52.514313,13.464505,0101000020E61000002FA86F99D3ED2A402E742502D5414A40
17262369,1139,18988058,Private room,,Berlin,,Friedrichshain-Kreuzberg,0,,2,1.0,,18.0,,Big old room in F'hain,2017-04-23 11:12:28.294552,52.514951,13.460064,0101000020E6100000462234828DEB2A40710514EAE9414A40
16926574,1139,113071525,Private room,,Berlin,,Lichtenberg,2,,2,1.0,,29.0,,big room for rent,2017-04-23 11:12:28.300140,52.488249,13.527982,0101000020E6100000DBC01DA8530E2B4001A777F17E3E4A40
17951240,1139,35127167,Private room,,Berlin,,Pankow,0,,2,1.0,,27.0,,Charming retro bedroom in East Berlin,2017-04-23 11:12:28.305363,52.56754,13.417103,0101000020E6100000812040868ED52A40FF959526A5484A40
17829196,1139,38265499,Private room,,Berlin,,Friedrichshain-Kreuzberg,2,,1,1.0,,24.0,,Schönes Zimmer in Friedrichshain,2017-04-23 11:12:28.310719,52.518185,13.467539,0101000020E61000008735954561EF2A408E23D6E253424A40
18308346,1139,126611689,Private room,,Berlin,,Pankow,0,,2,1.0,,33.0,,"Helles ,schönes Zimmer in Prenzlauerberg",2017-04-23 11:12:29.798033,52.544051,13.422549,0101000020E61000003EEAAF5758D82A40952D9276A3454A40
10120565,1139,34539507,Private room,,Berlin,,Friedrichshain-Kreuzberg,0,,2,1.0,,26.0,,Creative nice 2 Rooms Open Space,2017-04-23 11:12:29.802307,52.515988,13.471576,0101000020E61000003128D36872F12A40719010E50B424A40
15279950,1139,87462031,Private room,,Berlin,,Friedrichshain-Kreuzberg,1,,2,1.0,,33.0,,room with balcony in shared flat at Boxhagener Pl.,2017-04-23 11:12:29.806838,52.513011,13.459277,0101000020E6100000289CDD5A26EB2A407FBE2D58AA414A40
17026133,1139,49810575,Private room,,Berlin,,Lichtenberg,1,,2,1.0,,22.0,,Schönes Zimmer in ruhigem Altbau am Ostkreuz,2017-04-23 11:12:29.812496,52.503557,13.480458,0101000020E610000001344A97FEF52A400056478E74404A40
7167523,1139,20752112,Private room,,Berlin,,Friedrichshain-Kreuzberg,2,,2,1.0,,28.0,,Bright Room in Friedrichshain,2017-04-23 11:12:29.817985,52.505658,13.46842,0101000020E6100000AB9509BFD4EF2A40FA7ABE66B9404A40
17174506,1139,13751283,Private room,,Berlin,,Friedrichshain-Kreuzberg,2,,2,1.0,,16.0,,"Helles, großes Zimmer in Berlin!",2017-04-23 11:12:29.821199,52.512112,13.447738,0101000020E6100000575A46EA3DE52A40D0F1D1E28C414A40
15114951,1139,22720526,Private room,,Berlin,,Lichtenberg,2,,2,1.0,,31.0,,Cozy 15m room with balcony,2017-04-23 11:12:29.828764,52.507149,13.502767,0101000020E61000001D041DAD6A012B407C992842EA404A40
16669441,1139,32278467,Private room,,Berlin,,Friedrichshain-Kreuzberg,0,,2,1.0,,32.0,,"Zimmer in Friedrichshain. Stylish, zentral, sauber",2017-04-23 11:12:31.336574,52.527396,13.452379,0101000020E61000005CCB64389EE72A4047054EB681434A40
14391284,1139,64004115,Private room,,Berlin,,Lichtenberg,0,,1,1.0,,25.0,,Funky room in East Berlin,2017-04-23 11:12:31.355029,52.527812,13.465575,0101000020E61000009FABADD85FEE2A40DA37F7578F434A40
18206845,1139,116372943,Private room,,Berlin,,Neukölln,0,,2,1.0,,25.0,,Quiet room with balcony in Neukolln,2017-04-23 11:12:31.357543,52.483474,13.446457,0101000020E6100000FB230C0396E42A40B03BDD79E23D4A40
7332720,1139,38417764,Private room,,Berlin,,Pankow,0,,2,1.0,,33.0,,Небольшая комната в уютном районе Пренцлауберг,2017-04-23 11:12:31.359899,52.551692,13.428029,0101000020E6100000AB7AF99D26DB2A4080BBECD79D464A40
18052176,1139,10700316,Private room,,Berlin,,Mitte,0,,1,1.0,,33.0,,Beautiful sunny room on Kastanienallee,2017-04-23 11:12:31.362384,52.533555,13.403467,0101000020E6100000CC07043A93CE2A4003CFBD874B444A40
17186270,1139,115667675,Private room,,Berlin,,Friedrichshain-Kreuzberg,0,,3,0.0,,29.0,,WG Zimmer im Herzen von Friedrichshain,2017-04-23 11:12:31.372036,52.513386,13.462407,0101000020E610000009E23C9CC0EC2A40B41CE8A1B6414A40
17825452,1139,49808022,Private room,,Berlin,,Friedrichshain-Kreuzberg,0,,3,1.0,,28.0,,Central/quiet/cosy/cool Room Friedrichshain,2017-04-23 11:12:32.651853,52.509405,13.467078,0101000020E6100000B85CFDD824EF2A409EB5DB2E34414A40
16479387,1139,104073753,Private room,,Berlin,,Pankow,1,,2,1.0,,25.0,,a room full of charm and cosiness,2017-04-23 11:12:32.662236,52.527863,13.447362,0101000020E610000041F2CEA10CE52A405DE2C80391434A40
13740370,1139,80436701,Private room,,Berlin,,Friedrichshain-Kreuzberg,2,,2,1.0,,27.0,,"Morning sun, well connected",2017-04-23 11:12:32.679386,52.509704,13.472643,0101000020E6100000DD5D6743FEF12A40F8510DFB3D414A40
15065458,1139,17561930,Private room,,Berlin,,Friedrichshain-Kreuzberg,2,,2,1.0,,33.0,,Cosy room in Friedrichshain,2017-04-23 11:12:33.843317,52.510309,13.468069,0101000020E6100000F88A6EBDA6EF2A405FED28CE51414A40
17357571,1139,117267021,Private room,,Berlin,,Lichtenberg,1,,1,1.0,,30.0,,Special duplex apartment with friendly flatmates,2017-04-23 11:12:36.493080,52.503782,13.476109,0101000020E61000009BA9108FC4F32A402028B7ED7B404A40
18131714,1139,24937065,Private room,,Berlin,,Pankow,0,,2,1.0,,27.0,,Lovely room in nice location,2017-04-23 11:12:36.524381,52.53695,13.42772,0101000020E6100000B4B0A71DFEDA2A4029CB10C7BA444A40
12567634,1139,68124661,Private room,,Berlin,,Pankow,2,,4,1.0,,18.0,,Cute Studio in Berlin,2017-04-23 11:12:38.374740,52.640153,13.493436,0101000020E61000008F56B5A4A3FC2A40D8B79388F0514A40
17493946,1139,36350626,Private room,,Berlin,,Pankow,1,,1,0.0,,21.0,,Zimmer im grünen,2017-04-23 11:12:38.395334,52.599992,13.433032,0101000020E6100000323ECC5EB6DD2A404AEEB089CC4C4A40
13413450,1139,76401748,Private room,,Berlin,,Pankow,0,,2,1.0,,28.0,,Berlin grün- großes Zimmer mit gartenzugang,2017-04-23 11:12:38.404319,52.596733,13.40335,0101000020E6100000E6AE25E483CE2A40D4B837BF614C4A40
18173208,1139,77943199,Private room,,Berlin,,Pankow,1,,1,1.0,,28.0,,Großes AB-Zimmer mit Loggia in Berlin-Pankow,2017-04-23 11:12:40.155587,52.579452,13.39691,0101000020E610000025E99AC937CB2A4008CDAE7B2B4A4A40
16560578,1139,109066538,Private room,,Berlin,,Pankow,0,,2,1.0,,33.0,,Nice Place,2017-04-23 11:12:40.160097,52.581875,13.395727,0101000020E6100000D449B6BA9CCA2A4014AE47E17A4A4A40
7496906,1139,2455803,Private room,,Berlin,,Pankow,0,,1,1.0,,15.0,,"Shared flat around Pankow, Berlin",2017-04-23 11:12:40.165059,52.594514,13.45457,0101000020E6100000467C2766BDE82A40CF81E508194C4A40
9258549,1139,48098445,Private room,,Berlin,,Pankow,0,,3,1.0,,33.0,,gemütliches Zimmer mit Balkon,2017-04-23 11:12:40.178073,52.578969,13.399527,0101000020E6100000EDBC8DCD8ECC2A40EC32FCA71B4A4A40
16672526,1139,591235,Private room,,Berlin,,Pankow,0,,1,1.0,,39.0,,Freundliches helles Zimmer in Berlin Pankow,2017-04-23 11:12:40.185708,52.582054,13.412104,0101000020E6100000001AA54BFFD22A40C440D7BE804A4A40
17275227,1139,110413588,Private room,,Berlin,,Pankow,0,,1,1.0,,33.0,,Seid Willkommen,2017-04-23 11:12:41.995047,52.583823,13.396386,0101000020E61000003C2F151BF3CA2A4089D349B6BA4A4A40
15250765,1139,76983595,Private room,,Berlin,,Pankow,0,,1,1.0,,41.0,,Zentral im Berliner Nordosten,2017-04-23 11:12:42.005529,52.616217,13.476583,0101000020E6100000BDA8DDAF02F42A409F1EDB32E04E4A40
9840386,1139,17861662,Private room,,Berlin,,Pankow,0,,2,1.0,,33.0,,Sunny&Cozy - Quiet but central!,2017-04-23 11:12:42.011787,52.580325,13.424604,0101000020E610000067800BB265D92A408E06F016484A4A40
13249228,1139,72905027,Private room,,Berlin,,Pankow,2,,2,1.0,,30.0,,"bright room in top floor of family house, Pankow",2017-04-23 11:12:42.014775,52.592778,13.409398,0101000020E61000007A185A9D9CD12A40E7E44526E04B4A40
8804066,1139,46130963,Private room,,Berlin,,Pankow,0,,2,1.0,,16.0,,20qm großes Zimmer zu Vermieten,2017-04-23 11:12:42.020637,52.570742,13.424598,0101000020E6100000DEE4B7E864D92A40113AE8120E494A40
7595345,1139,39829212,Private room,,Berlin,,Pankow,0,,2,1.0,,22.0,,18 m² cosy chilled room (Altbau),2017-04-23 11:12:43.540263,52.574485,13.419711,0101000020E6100000FC8A355CE4D62A40738577B988494A40
9257996,1139,48096077,Private room,,Berlin,,Pankow,1,,2,1.0,,40.0,,Wohnen nähe am Park,2017-04-23 11:12:43.554076,52.569769,13.397857,0101000020E610000027F8A6E9B3CB2A4027A3CA30EE484A40
5371907,1139,27846737,Private room,,Berlin,,Reinickendorf,0,,1,1.0,,28.0,,Nice View,2017-04-23 11:12:43.559738,52.570658,13.379473,0101000020E6100000166EF9484AC22A40B39943520B494A40
17260587,1139,110413588,Private room,,Berlin,,Pankow,1,,2,1.0,,33.0,,Für euch genau das richtige,2017-04-23 11:13:49.768746,52.583306,13.396092,0101000020E61000001A6A1492CCCA2A40C1C760C5A94A4A40
9775999,1139,38006137,Private room,,Berlin,,Reinickendorf,0,,2,1.0,,39.0,,Privatzimmer in Berlin,2017-04-23 11:13:51.466064,52.599197,13.345105,0101000020E6100000465F419AB1B02A403F6EBF7CB24C4A40
14369994,1139,82791448,Private room,,Berlin,,Pankow,1,,2,1.0,,32.0,,Room in romantic apartment,2017-04-23 11:13:51.476244,52.567353,13.41769,0101000020E610000084BBB376DBD52A40CC24EA059F484A40
11224659,1139,58491623,Private room,,Berlin,,Reinickendorf,0,,2,1.0,,16.0,,K17 Berlin Reinickendorf,2017-04-23 11:13:51.487194,52.575014,13.361999,0101000020E6100000925ED4EE57B92A40FF5E0A0F9A494A40
14530687,1139,89845775,Private room,,Berlin,,Reinickendorf,0,,2,1.0,,29.0,,HOCHBETTZIMMER SUCHT URLAUBER,2017-04-23 11:13:53.167301,52.604532,13.35966,0101000020E6100000D55B035B25B82A4057B1F84D614D4A40
15315164,1139,52211223,Private room,,Berlin,,Reinickendorf,0,,2,1.0,,33.0,,"Only Woman,Nur Frauen,Solo Mujeres!",2017-04-23 11:13:53.178754,52.596312,13.353578,0101000020E6100000912BF52C08B52A402E1B9DF3534C4A40
16159805,1139,105407016,Private room,,Berlin,,Reinickendorf,2,,2,1.0,,33.0,,COZY FLAT NEAR TXL/ 25min TO CENTER,2017-04-23 11:13:53.188934,52.566355,13.350542,0101000020E6100000B6BFB33D7AB32A408A7615527E484A40
10625399,1139,45523557,Private room,,Berlin,,Reinickendorf,1,,1,1.0,,28.0,,helles Zi. in Reinickendf bkf incl.,2017-04-23 11:13:54.751401,52.568473,13.361518,0101000020E6100000A6D425E318B92A405AD427B9C3484A40
1879989,1139,9788030,Private room,,Berlin,,Pankow,0,,1,1.0,,39.0,,Apartment m./w. Parkblick/park view,2017-04-23 11:13:56.595990,52.571207,13.396858,0101000020E6100000DB4FC6F830CB2A40861F9C4F1D494A40
13393739,1139,39426637,Private room,,Berlin,,Mitte,1,,2,1.0,,33.0,,"Little, beautiful room in Wedding",2017-04-23 11:13:56.625491,52.565072,13.391283,0101000020E610000027F6D03E56C82A4052F17F4754484A40
7168991,1139,37549029,Private room,,Berlin,,Reinickendorf,0,,2,1.0,,16.0,,Kleines Zimmer in Reinickendorf,2017-04-23 11:13:57.841324,52.562884,13.377429,0101000020E6100000BC1FB75F3EC12A4088B839950C484A40
14259968,1139,69955211,Private room,,Berlin,,Pankow,2,,2,1.0,,20.0,,Nice and cosy flat in beautiful Prenzlauer Berg,2017-04-23 11:13:59.032006,52.543556,13.428995,0101000020E6100000884B8E3BA5DB2A40B5C5353E93454A40
11034362,1139,57259724,Private room,,Berlin,,Pankow,1,,2,1.0,,28.0,,Gemütliches Zimmer mit Balkon in WG,2017-04-23 11:13:59.046909,52.542308,13.425218,0101000020E61000004F57772CB6D92A40F92D3A596A454A40
15416189,1139,98778193,Private room,,Berlin,,Pankow,1,,2,1.0,,22.0,,Nice Room near City with Roof Garden,2017-04-23 11:13:59.734645,52.550194,13.447021,0101000020E61000001C40BFEFDFE42A404B3ACAC16C464A40
18268715,1139,126285778,Private room,,Berlin,,Pankow,0,,3,1.0,,28.0,,Double room in charming appartment with big balcon,2017-04-23 11:14:00.727596,52.547197,13.434252,0101000020E6100000F871344756DE2A4012BC218D0A464A40
7777610,1139,10361100,Private room,,Berlin,,Pankow,0,,1,1.0,,28.0,,big room next to the lake,2017-04-23 11:14:00.750511,52.559682,13.468894,0101000020E6100000CD94D6DF12F02A407714E7A8A3474A40
8122110,1139,42891109,Private room,,Berlin,,Pankow,1,,5,1.0,,22.0,,2 pièces Weissensee-Prenzlauer Berg,2017-04-23 11:14:03.418505,52.548323,13.44392,0101000020E6100000A514747B49E32A408352B4722F464A40
13966324,1139,83242518,Private room,,Berlin,,Friedrichshain-Kreuzberg,2,,2,1.0,,33.0,,Spacious bright room with a balcony,2017-04-23 11:14:04.700663,52.510965,13.462034,0101000020E6100000B6476FB88FEC2A404833164D67414A40
17807068,1139,54625908,Private room,,Berlin,,Pankow,0,,2,1.0,,39.0,,Grosses Zimmer in Weissensee,2017-04-23 11:14:05.935060,52.556303,13.468675,0101000020E6100000D5E76A2BF6EF2A4056D5CBEF34474A40
16576790,1139,58371352,Private room,,Berlin,,Friedrichshain-Kreuzberg,0,,1,1.0,,20.0,,Cosy room in Friedrichshain,2017-04-23 11:14:05.955193,52.520201,13.44763,0101000020E6100000BE6A65C22FE52A405A2C45F295424A40
17715191,1139,10894156,Private room,,Berlin,,Friedrichshain-Kreuzberg,1,,2,1.0,,35.0,,Zentrales Zimmer mit keinem Balkon + free parking,2017-04-23 11:14:05.961361,52.523953,13.45317,0101000020E6100000800EF3E505E82A400FD253E410434A40
