room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
7614151,39931962,Entire home/apt,,Reinickendorf,2,5.0,4.0,2.0,55.0,2.0,52.560627,13.245468,2015-11-13 15:18:44.253339
9244007,48042065,Entire home/apt,,Tempelhof-Schöneberg,1,,3.0,2.0,61.0,2.0,52.460717,13.383903,2015-11-08 07:33:47.957838
8957894,909226,Entire home/apt,,Tempelhof-Schöneberg,0,,5.0,1.0,66.0,2.0,52.467771,13.389605,2015-11-08 09:51:15.047988
7554146,39593970,Entire home/apt,,Tempelhof-Schöneberg,3,4.5,4.0,1.0,61.0,1.0,52.466787,13.382784,2015-11-07 23:57:32.063469
8601388,45262149,Entire home/apt,,Tempelhof-Schöneberg,0,,2.0,1.0,56.0,1.0,52.452683,13.368473,2015-11-08 09:03:29.586190
4393591,8955007,Entire home/apt,,Tempelhof-Schöneberg,0,,4.0,1.0,112.0,2.0,52.482052,13.377084,2015-11-08 06:06:25.973548
7305220,38256814,Entire home/apt,,Reinickendorf,3,5.0,4.0,1.0,77.0,2.0,52.604561,13.314732,2015-11-08 07:12:58.139613
7931735,8450803,Entire home/apt,,Steglitz-Zehlendorf,0,,2.0,1.0,56.0,5.0,52.418644,13.159064,2015-11-08 05:23:25.616879
8141633,33448228,Entire home/apt,,Mitte,1,5.0,2.0,1.0,61.0,3.0,52.541067,13.357173,2015-11-08 08:03:10.528484
7569443,39686100,Entire home/apt,,Mitte,4,5.0,2.0,1.0,49.0,7.0,52.55528,13.388828,2015-11-08 10:06:11.074424
8059340,10268336,Entire home/apt,,Mitte,1,5.0,,2.0,106.0,1.0,52.549741,13.353841,2015-11-08 06:47:12.980896
8179745,3467893,Entire home/apt,,Mitte,3,5.0,2.0,2.0,22.0,2.0,52.543095,13.373755,2015-11-08 04:07:59.446240
9045208,47198482,Entire home/apt,,Mitte,0,,2.0,1.0,56.0,1.0,52.563265,13.336043,2015-11-08 06:29:21.942026
9059598,41839968,Entire home/apt,,Mitte,0,,2.0,1.0,45.0,2.0,52.540409,13.356637,2015-11-08 05:42:35.143537
8068210,15332450,Entire home/apt,,Mitte,5,5.0,2.0,1.0,56.0,2.0,52.552355,13.382431,2015-11-08 08:59:12.854237
8858120,11297475,Entire home/apt,,Mitte,1,,,1.0,77.0,1.0,52.553389,13.378933,2015-11-08 03:03:45.607784
7501155,39293223,Entire home/apt,,Mitte,5,5.0,2.0,1.0,43.0,1.0,52.548936,13.366394,2015-11-08 09:41:03.172546
7670016,40269671,Entire home/apt,,Mitte,3,4.0,1.0,1.0,55.0,1.0,52.549625,13.361493,2015-11-08 05:49:14.475826
8862265,19041073,Entire home/apt,,Mitte,1,5.0,4.0,0.0,63.0,2.0,52.547627,13.351114,2015-11-08 08:52:19.327696
7856203,41399987,Entire home/apt,,Mitte,2,5.0,2.0,1.0,59.0,4.0,52.540269,13.390217,2015-11-08 03:55:11.225124
9111186,25852350,Entire home/apt,,Mitte,0,,2.0,1.0,50.0,7.0,52.555064,13.343115,2015-11-07 23:23:29.523605
7651298,40151168,Entire home/apt,,Mitte,12,4.5,2.0,1.0,58.0,1.0,52.554999,13.386261,2015-11-08 00:12:49.413438
9007474,47036623,Entire home/apt,,Mitte,2,5.0,2.0,2.0,50.0,1.0,52.548829,13.344296,2015-11-08 04:23:18.656510
7586287,38650838,Entire home/apt,,Mitte,0,,2.0,0.0,56.0,7.0,52.541534,13.369321,2015-11-08 07:07:49.497952
8700006,45673368,Entire home/apt,,Mitte,0,,1.0,1.0,32.0,1.0,52.559161,13.390664,2015-11-08 04:39:58.916660
8030671,40668711,Entire home/apt,,Mitte,1,4.0,2.0,1.0,33.0,7.0,52.539456,13.3531,2015-11-08 09:35:00.757307
8965134,28358591,Entire home/apt,,Mitte,1,4.0,4.0,2.0,45.0,1.0,52.55291,13.341266,2015-11-08 04:28:17.119183
8829815,46245946,Entire home/apt,,Mitte,0,,2.0,1.0,55.0,3.0,52.567526,13.384758,2015-11-07 23:51:22.014032
7195380,37661349,Entire home/apt,,Mitte,8,4.5,,3.0,144.0,2.0,52.552426,13.3594,2015-11-08 05:58:49.919533
7906436,41691310,Entire home/apt,,Mitte,0,,2.0,1.0,63.0,1.0,52.560423,13.383372,2015-11-08 06:36:42.173329
9063020,18532630,Entire home/apt,,Mitte,0,,2.0,1.0,61.0,1.0,52.551112,13.381317,2015-11-08 11:20:03.959082
7684209,40356727,Entire home/apt,,Mitte,0,,1.0,1.0,20.0,1.0,52.551951,13.388724,2015-11-08 06:46:13.728099
3470485,17486011,Entire home/apt,,Mitte,0,,4.0,2.0,100.0,5.0,52.540631,13.39102,2015-11-08 02:59:07.397199
3229029,16341398,Entire home/apt,,Mitte,1,5.0,3.0,1.0,61.0,2.0,52.536117,13.388519,2015-11-08 06:05:15.664986
8763970,39676284,Entire home/apt,,Mitte,0,,2.0,1.0,36.0,1.0,52.542785,13.354498,2015-11-07 22:50:45.372509
7624671,18908671,Entire home/apt,,Mitte,3,4.5,2.0,1.0,77.0,4.0,52.539229,13.399403,2015-11-08 05:25:41.021863
7252832,37975895,Entire home/apt,,Mitte,3,4.5,2.0,1.0,73.0,2.0,52.551522,13.358935,2015-11-07 21:29:21.129259
8576253,2526209,Entire home/apt,,Mitte,1,5.0,1.0,1.0,50.0,2.0,52.542888,13.356895,2015-11-07 23:47:11.289387
6084703,21526823,Entire home/apt,,Mitte,0,,3.0,2.0,28.0,1.0,52.554424,13.383944,2015-11-08 07:09:58.871388
6802363,35611146,Entire home/apt,,Mitte,1,5.0,4.0,1.0,54.0,3.0,52.552219,13.368806,2015-11-08 05:25:38.374026
5116149,3084850,Entire home/apt,,Mitte,7,4.5,2.0,1.0,50.0,3.0,52.53973,13.349666,2015-11-08 10:28:33.661239
3920184,5963811,Entire home/apt,,Mitte,1,5.0,2.0,1.0,73.0,2.0,52.53357,13.388498,2015-11-08 07:06:23.038628
8084566,42697920,Entire home/apt,,Mitte,1,4.0,5.0,1.0,145.0,1.0,52.545393,13.347612,2015-11-08 05:42:15.382453
8101211,42778893,Entire home/apt,,Mitte,0,,4.0,2.0,77.0,3.0,52.545755,13.399176,2015-11-08 10:16:32.124130
7391725,38728267,Entire home/apt,,Mitte,1,2.0,3.0,2.0,54.0,1.0,52.560099,13.38478,2015-11-08 09:10:57.020688
4823591,24838053,Entire home/apt,,Mitte,2,5.0,5.0,1.0,67.0,1.0,52.55491,13.376742,2015-11-08 03:33:34.425179
7586052,28151563,Entire home/apt,,Mitte,0,,3.0,2.0,50.0,4.0,52.54775,13.352278,2015-11-08 11:14:49.552732
4434878,15176058,Entire home/apt,,Mitte,0,,5.0,1.0,179.0,4.0,52.552348,13.343718,2015-11-08 08:36:59.701220
9291654,43152814,Entire home/apt,,Mitte,0,,2.0,1.0,41.0,3.0,52.556486,13.387524,2015-11-08 10:56:10.566787
5187258,26832063,Entire home/apt,,Mitte,18,4.5,2.0,2.0,59.0,3.0,52.55043,13.347712,2015-11-08 08:05:11.407791
4451822,7776393,Entire home/apt,,Mitte,3,5.0,4.0,1.0,110.0,4.0,52.540656,13.37804,2015-11-08 09:50:05.840440
7223140,23936099,Entire home/apt,,Mitte,2,5.0,2.0,1.0,44.0,1.0,52.554242,13.341034,2015-11-08 05:48:58.764647
9178421,1274155,Entire home/apt,,Mitte,0,,2.0,0.0,60.0,1.0,52.552556,13.355499,2015-11-08 06:22:10.430748
3501966,4966983,Entire home/apt,,Mitte,1,5.0,2.0,2.0,50.0,14.0,52.552664,13.364371,2015-11-08 10:29:56.417732
7197458,30748963,Entire home/apt,,Reinickendorf,3,4.5,2.0,1.0,50.0,1.0,52.560814,13.376039,2015-11-08 09:18:50.509077
9082103,2949205,Entire home/apt,,Mitte,0,,2.0,1.0,43.0,,52.553184,13.358159,2015-11-08 10:59:03.819680
8736571,1772146,Entire home/apt,,Mitte,0,,4.0,2.0,67.0,3.0,52.555045,13.385855,2015-11-08 07:15:04.353343
7780610,40937630,Entire home/apt,,Mitte,2,5.0,2.0,1.0,56.0,1.0,52.540175,13.358777,2015-11-08 08:22:49.169204
8127566,982115,Entire home/apt,,Mitte,1,,2.0,1.0,47.0,5.0,52.559387,13.389532,2015-11-08 02:48:10.833014
8367835,4664182,Entire home/apt,,Mitte,2,3.5,4.0,0.0,57.0,1.0,52.546016,13.368313,2015-11-08 04:41:06.373165
7705873,40478081,Entire home/apt,,Mitte,7,4.0,4.0,1.0,61.0,2.0,52.549074,13.353499,2015-11-08 07:44:41.309777
1491055,7271244,Entire home/apt,,Mitte,31,4.5,4.0,1.0,75.0,1.0,52.555247,13.389141,2015-11-07 20:05:31.853379
4876389,15900749,Entire home/apt,,Mitte,0,,3.0,2.0,39.0,3.0,52.543362,13.356645,2015-11-08 08:18:26.633224
5645174,11564290,Entire home/apt,,Mitte,0,,,0.0,206.0,1.0,52.54424,13.370528,2015-11-08 06:06:28.837240
730462,73158,Entire home/apt,,Pankow,61,4.0,,4.0,313.0,1.0,52.540103,13.406974,2015-11-07 22:13:23.625719
